word,turkish_translation
indispensable,muafiyetsiz
individual,birey
individual,birey
ineffective,etkisiz
inevitable,kaçınılmaz
infant,bebek
infection,enfeksiyon
infer,sonucunu çıkarmak
infer,anlamına gelmek
infer,anlam çıkarmak
infer,manasına gelmek
infer,mana çıkarmak
infer,anlamak
infinitive,mastar
inflation,enflasyon
influence,nüfuz
influence,nüfuz
influential,etkili
influenza,grip
ingredient,içerik
injury,yara
injury,zarar
ink,mürekkep
innocent,suçsuz
innocent,masum
innovation,yenilik
innovation,yenileşim
innovation,inovasyon
input,girdi
insane,deli
insect,haşere
insect,böcek
inside,sınırları içinde
inside,içerisinde
inside,içinde
inside,iç
inside,-e doğru
inside,sınırları içinde
inside,içerisinde
inside,içinde
inside,iç
inside,-e doğru
inside,sınırları içinde
inside,içerisinde
inside,içinde
inside,iç
inside,-e doğru
inside,sınırları içinde
inside,içerisinde
inside,içinde
inside,iç
inside,-e doğru
insist,üstelemek
insist,yinelemek
insist,ısrar etmek
insist,bastırmak
inspiration,esin
inspire,ilham vermek
inspire,esinlemek
instant,an
instant,hazır
instead,yerine
instinct,insiyak
instinct,içgüdü
instinct,sevkitabii
institution,kurum
insult,eziyet
insult,hakaret
insult,eziyet
insult,hakaret
insurance,sigorta
intellectual,entelektüel
intellectual,entelektüel
intelligence,akıl
intelligence,istihbarat teşkilatı
intelligence,zekâ
intelligence,istihbarat
intelligence,akıllı yaşam
intense,yoğun
intensive,yoğun
interesting,acayip
interesting,ilginç
interesting,enteresan
intermission,tatil
international,enternasyonal
international,uluslararası
interpreter,tercüman
interpreter,çevirmen
interval,ara
interviewer,röportajcı
intransitive,geçişsiz
invade,istila etmek
invasion,Saldırı
invention,icat
inventor,mucit
investigation,inceleme
investigation,soruşturma
investigation,tahkikat
investor,yatırımcı
invisible,görünmez
involvement,alaka
irregular,düzensiz
irritate,gıcık etmek
irritate,öfkelendirmek
irritate,tahriş etmek
irritate,kaşındırmak
irritate,sinir etmek
irritate,kızdırmak
irritate,sinirini bozmak
irritate,sinirlendirmek
irritated,sıkılmak
irritating,sinir bozucu
is,var
island,ada
island,cezire
islander,adalı
issue,konu
issue,konu
it,o
its,onun
its,onun
jacket,ceket
jacket,kap
jade,yeşim
jam,reçel
jam,reçel
January,ocak
January,Kanuni Sani
jar,kavanoz
jaw,çene
jazz,caz
jealous,kindar
jealous,kıskanç
jeans,kot
jeans,blucin
jeans,kot pantolon
jelly,jöle
job,iş
join,katılmak
join,kesişmek
join,birleşmek
join,bir araya gelmek
join,çakışmak
joke,fıkra
joke,şaka yapmak
joke,şaka
joke,fıkra
joke,şaka yapmak
joke,şaka
journalism,gazetecilik
journalist,gazeteci
joy,keyif
joy,haz
joy,sevinç
judge,yargıya varmak
judge,yargıç
judge,hâkim
judge,hükmektmek
judge,yargıya varmak
judge,yargıç
judge,hâkim
judge,hükmektmek
judo,judo
juice,meyve suyu
juicy,sulu
July,temmuz
June,haziran
junk food,abur cubur
jury,jüri
just,adaletli
just,haklı
just,sadece
just,adil
justice,hak
justice,adalet
kangaroo,kanguru
keep,bakmak
keep,devam etmek
keep,tutmak
keep,saklamak
keep,durmak
kettle,kazan
key,anahtar
key,tuş
key,açar
key,anahtar
key,tuş
key,açar
keyboard,klavye
kid,velet
kid,şaka mı yapıyorsun
kid,çocuk
kid,velet
kid,şaka mı yapıyorsun
kid,çocuk
kill,öldürmek
kill,öldürme
kind,düşünceli
kind,tür
kind,ince
kind,düşünceli
kind,tür
kind,ince
king,şah
king,kral
king,papaz
kingdom,krallık
kingdom,alem
kiss,öpmek
kiss,öpüşmek
kiss,buse
kiss,öpücük
kiss,öpmek
kiss,öpüşmek
kiss,buse
kiss,öpücük
kitchen,mutfak
kite,deltoid
kite,uçurtma
kitten,kedi
knee,diz
knife,bıçak
knit,örmek
knot,düğümlemek
knot,deniz mili
knot,budak
knot,düğüm
know,bilmek
know,haberi olmak
know,eskiden yatmis olmak
know,tanımak
knowledge,bilim
knowledge,haber
knowledge,ilim
knowledge,bilgi
knowledge,marifet
known,belli
known,bilinen
laboratory,laboratuvar
lack,yokluk
lack,eksiklik
lack,yokluk
lack,eksiklik
ladder,merdiven
lady,hanım
lake,göl
lamb,kuzu
lame,geyik
lance,mızrak
land,kara
land,kara
landscape,peyzaj
lane,patika
lane,kulvar
lane,dar yol
lane,şerit
language,dil
language,lisan
lap,kucak
laptop,dizüstü
large,büyük
large,geniş
last,son
last,son
last,son
last,son
last name,ad
lasting,tükenmeyen
lasting,nihayetinde
lastly,nihayet
late,geç
late,rahmetli
late,geç
late,rahmetli
later,sonra
later,sonra
laugh,gülmek
laugh,gülmek
laughter,kahkaha
laughter,gülüş
laundry,çamaşır
laundry,yıkama
laundry,çamaşırhane
laundry,çamaşır yıkama
lava,lav
law,hukuk
law,kanun
lawful,yasal
lawn,çimen
lawyer,avukat
lay,döşemek
lay,yatırmak
lay,yumurtlamak
layer,tabaka
lazy,tembel
leader,önder
leaf,yaprak
league,dernek
league,lig
league,fersah
leak,sızmak
leak,sızmak
lean,yaslanmak
lean,dayanmak
lean,yaslanmak
lean,dayanmak
leather,deri
leek,pırasa
left,sol
left,sol
left,sol
leg,bacak
legal,adli
legal,yasal
legal,hukuki
legal,kanuni
legal,meşru
legend,lejant
legend,kahraman
legend,efsane
legendary,efsanevi
leisure,fırsat
lemon,limon
lemonade,limonata
lemonade,limonlu gazoz
lemonade,gazoz
lend,ödünç vermek
lend,borç vermek
lend,iğreti vermek
length,uzunluk
length,boy
leopard,pelenk
leopard,pars
leopard,leopar
lesson,ders
lesson,ibret
letter,harf
letter,ses
letter,mektup
lettuce,marul
liar,yalancı
liberation,özgürlestirme
liberation,iberasyon
liberty,hürriyet
librarian,kütüphaneci
library,kütüphane
lick,yalamak
lid,kapak
lie,uzanmak
lie,yalan söylemek
lie,yalan
lie,yatmak
lie,uzanmak
lie,yalan söylemek
lie,yalan
lie,yatmak
lifeless,cansız
lifetime,yaşam
lifetime,ömür
lift,yükseltmek
lift,hırsızlık yapmak
lift,asansör
lift,çalmak
lift,yürütmek
lift,yükseltmek
lift,hırsızlık yapmak
lift,asansör
lift,çalmak
lift,yürütmek
light,hafif
light,aydınlık
light,soluk
light,yakmak
light,ışık
light,aydınlatmak
light,hafif
light,aydınlık
light,soluk
light,yakmak
light,ışık
light,aydınlatmak
light,hafif
light,aydınlık
light,soluk
light,yakmak
light,ışık
light,aydınlatmak
lighter,çakmak
lightning,yıldırım
lightning,şimşek
like,benzer
like,hoşuna gitmek
like,sevmek
like,hoşlanmak
like,gibi
like,beğenmek
like,benzer
like,hoşuna gitmek
like,sevmek
like,hoşlanmak
like,gibi
like,beğenmek
like,benzer
like,hoşuna gitmek
like,sevmek
like,hoşlanmak
like,gibi
like,beğenmek
likeness,örnek
lily,zambak
limb,uzuv
limit,sınırlayıcı
limit,had
limit,sınırlamak
limit,tahdit etmek
limit,kısıtlayıcı
limit,sınırlayıcı
limit,had
limit,sınırlamak
limit,tahdit etmek
limit,kısıtlayıcı
line,hat
line,doğru
line,çizgi
line,hat
line,doğru
line,çizgi
linen,keten
liner,astar
linger,oyalanmak
linger,durmak
lion,aslan
lip,dudak
liquid,sıvı
liquid,sıvı
list,liste
list,cetvel
list,liste
list,cetvel
listen,duymak
listen,dinlemek
literary,edebî
literature,edebiyat
literature,literatür
literature,yazın
little,küçük
little,küçük
little,küçük
little,küçük
live,canlı
live,yaşamak
live,canlı
live,yaşamak
liver,karaciğer
living,canlı
living,canlı
living room,oturma odası
loan,ikraz
loan,borç vermek
loan,borç
loan,ödünç vermek
loan,borçlanma
local,yerel
local,mevzii
local,yöresel
local,mahalleli
local,mahallî
local,lokal
local,yerli
logic,mantık
logical,makul
logical,mantıklı
loneliness,yalnızlık
loneliness,yalnizlik
lonely,tenha
lonely,yalnız
long,uzun
long,uzun
look,bak
look,aramak
look,görünmek
look,bakmak
look,nazar
look,bak
look,aramak
look,görünmek
look,bakmak
look,nazar
lose,kilo kaybetmek
lose,kaybetmek
lose,kilo vermek
lose,gözden kaçırmak
lose,zayıflamak
loss,kayıp
lousy,bitli
love,sevgilim
love,sevgi
love,sevmek
love,arzulamak
love,aşk
love,sevişmek
love,sevda
love,aşkım
love,sevgilim
love,sevgi
love,sevmek
love,arzulamak
love,aşk
love,sevişmek
love,sevda
love,aşkım
lover,sevgili
lover,âşık
low,alçak
low,alçak
lowland,ova
loyal,sadakatli
loyal,vefalı
loyal,sadık
luck,kut
luck,şans
luck,baht
luck,uğur
lucky,şanslı
luggage,Bagaj
lung,akciğer
lyric,söz
lyrics,neşide
lyrics,söz
lyrics,menşud
lyrics,güfte
machine,makine
mad,deli
madam,mama
madam,hanımefendi
maestro,maestro
magazine,dergi
magic,arpağ
magic,efsun
magic,büyü
magic,arpağ
magic,efsun
magic,büyü
magical,büyülü
magical,sihirli
magician,büyücü
magician,sihirbaz
magnificent,dehşet
mailbox,posta kutusu
main,ana
main,esas
maintenance,bakım
malaria,sıtma
male,ayvaz
male,erkek
male,ayvaz
male,erkek
man,adam
man,er
man,insan
man,erkek
man,taş
man,ayvaz
mango,mango
mankind,ademoğlu
mankind,insan
mankind,âdemoğlu
mankind,insanoğlu
manner,makam
mansion,saray
many,fazla
many,pek çok
many,delim
many,köp
many,çok
many,öğüş
many,birçok
many,fazla
many,pek çok
many,delim
many,köp
many,çok
many,öğüş
many,birçok
maple,akçaağaç
maple,isfendan
marathon,maraton
marble,mermer
marble,bilye
marble,misket
March,mart
mark,alamet
mark,nişan
mark,mark
mark,alamet
mark,nişan
mark,mark
market,çarşı
market,pazar
market,çarşı
market,pazar
marriage,evlilik
marriage,düğün
marriage,evli
married,evli
marry,evlendirmek
marry,evlenmek
martial art,dövüş sanatı
mask,maskeleme
mask,maske
massage,masaj yapmak
massage,masaj
master,komodor
master,ağa
master,usta
master,üstad
master,hoca
master,bey
master,efendi
master,işveren
master,kaptan
master,sahip
match,kibrit
match,kibrit
mate,çift
mate,ahbap
material,madde
mathematician,matematikçi
mature,zom
mature,olgun
mausoleum,mezar
May,mayıs
maybe,belki
mayor,başkan
me,bana
me,beni
meal,un
meal,yemek
mean,cimri
mean,yol
mean,cimri
mean,yol
mean,cimri
mean,yol
meaning,kasıt
meaning,anlam
meaning,mana
meaningful,manalı
meaningful,anlamlı
means,araç
meat,et
medal,madalya
medicine,ilâç
medicine,ilaç
medicine,daru
meet,buluşmak
meet,karşılamak
meet,rastlamak
meet,karşılaşmak
meet,rastlaşmak
meet,kesişmek
melody,melodi
melon,karpuzlar
melon,kavun
melon,kavuniçi
melon,yemiş
melt,erimek
member,üye
member,uzuv
membership,üyelik
memorial,anıt
memorial,abide
memory,akıl
memory,hatıra
memory,bellek
memory,anı
memory,hafıza
mend,tamir etmek
mend,onarmak
mentor,hoca
mercy,aman
message,ileti
message,mesaj
metaphor,metafor
method,yöntem
method,metot
microbe,mikrop
microorganism,mikroorganizma
microphone,mikrofon
microscope,mikroskop
microscopic,mikroskobik
middle,göbek
middle,orta
middle,göbek
middle,orta
midnight,gece yarısı
migration,göç
mild,ılık
mile,mil
milk,süt
mill,yapı
mill,bina
mill,değirmen
mill,fabrika
millionaire,milyoner
mind,akıl
mind,akıl
mine,maden ocağı
mine,benim
mine,maden
mine,maden ocağı
mine,benim
mine,maden
mineral,mineral
mineral water,maden suyu
minister,bakan
minor,reşit olmayan
minor,talî
minor,küçük
minor,ergin olmayan
minor,yardımcı
minor,tâlî
minor,minör
minor,ikincil
minor,rüşte ermemiş
minority,azınlık
mint,nane
mint,darphane
mint,nane yeşili
minus,eksi
minute,dakika
miracle,mucize
miserable,sefil
mislead,kandırmak
Miss,bayan
Miss,hanım
miss,ıskalamak
miss,özlemek
miss,kaçırmak
missile,füze
mission,görev
mistake,hata etmek
mistake,hata
mistake,yanlış yapmak
mistake,yanlış
mistake,hata yapmak
mistake,yanlışlık
mistake,yanlış anlamak
misunderstand,yanlış anlamak
mobile phone,cep
mobile phone,mobil telefon
mobile phone,cep telefonu
modern,çağdaş
modern,modern
modest,kibirsiz
modest,alçak gönüllü
modification,değiştirme
modification,değişiklik
moisture,nem
moisture,rutubet
moment,moment
moment,an
monastery,manastır
Monday,pazartesi
money,servet
money,zenginlik
money,para
money,nakit
monitor,ekran
monitor,ekran
monk,ruhban
monk,rahip
monkey,maymun
month,ay
monthly,aylık
monthly,aylık
moon,kamer
moon,ay
moon,uydu
moonlight,ay ışığı
moonlight,Ay ışığı
moonlight,mehtap
moral,ahlak
moral,ahlaki
moral,ahlakî
moral,ahlak
moral,ahlaki
moral,ahlakî
morality,ahlâk
more,daha
more,daha
more,daha
morning,sabah
mortal,ölümlü
mortal,fani
mortar,harç
mortgage,ipotek vermek
mortgage,tutu vermek
mortgage,tutu
mortgage,rehin vermek
mortgage,rehin
mortgage,ipotek
mosque,mescit
mosque,cami
mosquito,sivrisinek
mosquito,cibin
moss,yosun
mother,abuş
mother,anne
mother,aba
mother,ana
mother,valide
mother-in-law,kaynana
mother-in-law,kayınvalide
mother-in-law,hanımanne
motherland,vatan
motive,neden
motive,sebep
motive,dürtü
motorcycle,motosiklet
mountain,dağ
mouse,fare
mouse,sıçan
mouth,ağız
move,taşınmak
move,hamle
move,taşınmak
move,hamle
movie,film
movie,sinema
much,fazla
much,çok
much,fazla
much,çok
much,fazla
much,çok
mud,çamur
mule,katır
multiple,çoklu
murder,öldürmek
murder,katletmek
murder,adam öldürme
murder,cinayet
murder,öldürmek
murder,katletmek
murder,adam öldürme
murder,cinayet
murderer,katil
muscle,kas
muscle,adale
muse,düşüncelere dalmak
muse,derin derin düşünmek
muse,düşünceye dalmak
museum,müze
mushroom,mantar
music,müzik
music,makam
musical,müzikal
musical,müzikal
musician,müzisyen
must,gereklilik
must,-malı
must,şıra
must,zorunluluk
must,gerek olmak
must,şart
must,lazım olmak
must,-meli
must,koşul
must,olmazsa olmaz
mustard,hardal
mutual,ortak
my,benim
myself,tek başıma
myself,kendim
myself,şahsen
mysterious,esrarengiz
mysterious,gizemli
mysterious,esrarlı
mystery,esrâr
mystery,esrar
mystery,gizem
myth,mit
myth,efsane
myth,söylence
nail,mıh
nail,tırnak
nail,çivi
naked,çıplak
name,adlandırmak
name,isim
name,ad
name,nam
name,san
name,adlandırmak
name,isim
name,ad
name,nam
name,san
napkin,peşkir
napkin,peçete
narrate,anlatmak
narrow,daralmak
narrow,dar
narrow,darlaşmak
nation,ulus
nation,millet
national,milli
nationality,milliyet
natural,doğal
nature,doğa
naughty,azgın
nearby,yakın
nearby,yakın
neat,temiz
necessary,elzem
necessary,gerekli
necessity,lüzum
necessity,gereklilik
neck,boğaz
neck,gerdan
neck,boyun
neck,yaka
necklace,gerdanlık
necklace,kolye
nectar,nektar
need,gereklilik
need,eksik
need,zorunda olmak
need,gereksinmek
need,-malı
need,gereksinimi olmak
need,ihtiyaç
need,lazım olmak
need,gerekmek
need,-meli
need,gereksinim
need,ihtiyaç duymak
need,ihtiyacı olmak
need,gereksinim duymak
need,gereklilik
need,eksik
need,zorunda olmak
need,gereksinmek
need,-malı
need,gereksinimi olmak
need,ihtiyaç
need,lazım olmak
need,gerekmek
need,-meli
need,gereksinim
need,ihtiyaç duymak
need,ihtiyacı olmak
need,gereksinim duymak
need,gereklilik
need,eksik
need,zorunda olmak
need,gereksinmek
need,-malı
need,gereksinimi olmak
need,ihtiyaç
need,lazım olmak
need,gerekmek
need,-meli
need,gereksinim
need,ihtiyaç duymak
need,ihtiyacı olmak
need,gereksinim duymak
needle,ibre
needle,iğne
needless,gereksiz
needless,lüzumsuz
needless,boşuna
negative,olumsuz
negative,negatif
neglect,ihmal etmek
negotiation,müzakere
neither,bile
neither,bile
neither,bile
neither,bile
nervous,gergin
nervousness,gerginlik
nervousness,heyecan
net,ağ
net,ağ
network,Ağ
never,asla
never,çıkmaz ayın son çarşambası
nevertheless,bununla birlikte
nevertheless,buna rağmen
new,yeni
newborn,körpe
newborn,yenidoğan
newcomer,yeni gelen
news,haberler
news,haber
newspaper,gazete
newspaper,gazete kağıdı
next,önümüzdeki
next,yanında
next,yakın
next,gelecek
next,ertesi
next,önümüzdeki
next,yanında
next,yakın
next,gelecek
next,ertesi
next,önümüzdeki
next,yanında
next,yakın
next,gelecek
next,ertesi
nice,dayı
nice,iyi
nice,hoş
nice,güzel
night,gece
nightmare,kâbus
nine,dokuzlu
nine,dokuz
nineteen,on dokuz
ninety,doksan
no,ııh
no,hayır
no,mü
no,mu
no,mı
no,yasaktır
no,ııh
no,hayır
no,mü
no,mu
no,mı
no,yasaktır
no one,kimse
no one,hiç kimse
noble,soylu
noble,asil
nobleman,soylu
nobody,kimse
noisily,gürültüyle
noisy,gürültülü
nomad,göçmen
nomad,göçebe
nonsense,saçma
nonsense,saçmalık
noon,öğle
noon,düş
nor,ne
north,kuzey
north,şimal
north,kuzey
north,şimal
north,kuzey
north,şimal
northeast,kuzeydoğu
northeast,kuzeydoğu
northwest,kuzeybatı
northwest,kuzeybatı
nose,burun
nostril,burun deliği
not,-ma
not,değil
not,-me
note,not
note,belle
note,bellemek
note,pusula
note,not
note,belle
note,bellemek
note,pusula
notebook,defter
nothing,hiç bir şey
nothing,ehemmiyetsiz
nothing,hiç
nothing,önemsiz
notion,eğilim
notion,nosyon
notion,kavram
notion,mefhum
notion,fikir
notion,görüş
noun,isim
noun,ad
nourish,beslemek
novel,roman
novelty,yenilik
November,kasım
November,Teşrini Sani
now,şu anda
now,şimdi
now,şu anda
now,şimdi
nowadays,günümüzde
nuclear,nükleer
nucleus,çekirdek
nucleus,hücre çekirdeği
number,saymak
number,numaralamak
number,sayı
number,numara
number,adet
numerical,sayıya ait
numerical,sayı olarak
numerical,sayısal
numerical,sayıca
numerical,sayısal olarak
nurse,bakıcı
nurse,dadı
nurse,hemşire
nurse,bakıcı
nurse,dadı
nurse,hemşire
nut,ceviz
nutrient,besleyici
nutrient,besin
oath,ant
oath,yemin
obedience,itaat
observer,izleyici
observer,gözlemci
obstacle,akabe
obstacle,mâni
obstacle,tümsek
obstacle,ket
obstacle,mahzur
obstacle,tebelleş
obstacle,mania
obstacle,engel
obstacle,mani
obstacle,sed
obvious,belli
obvious,belirgin
obvious,açık
occasion,kere
occasion,fırsat
occasion,kere
occasion,fırsat
occur,hatırlamak
occur,aklına gelmek
occur,olmak
occur,bulunmak
ocean,okyanus
o'clock,saat
October,ekim
October,Teşrini Evvel
odd,küsur
of,-ün
of,-un
of,-in
of,-ın
offensive,aznavur
office,işyeri
office,büro
office,ofis
official,resmî
official,resmî
often,sık
often,sık sık
oil,yağ
oily,yağlı
ointment,merhem
old,yaşlı
old,eski
old,kadim
old,önceki
old-fashioned,modası geçmiş
old-fashioned,eski kafalı
old-fashioned,eski moda
olive,zeytin
olive oil,zeytinyağı
olive oil,zeytin yağı
Olympics,olimpiyat
on,üzerinde
on,üstünde
on,üzerinde
on,üstünde
one,birisi
one,bir
one,birini
one,biri
one,birisi
one,bir
one,birini
one,biri
one,birisi
one,bir
one,birini
one,biri
onion,soğan
online,çevrimiçi
online,çevrimiçi
only,yalnızca
only,biricik
only,fakat
only,ancak
only,sade
only,sadece
only,bir tek
only,tek
only,yalnızca
only,biricik
only,fakat
only,ancak
only,sade
only,sadece
only,bir tek
only,tek
opinion,görüş
opinion,fikir
opponent,karşıt
opponent,rakip
opportunity,fırsat
opposite,zıt
opposite,karşı
opposite,zıt
opposite,karşı
opposite,zıt
opposite,karşı
opposite,zıt
opposite,karşı
optimistic,iyimser
option,seçenek
or,ya
or,ya da
or,veyahut
or,veya
or,yahut
oral,sözlü
oral,sözlü
orange,portakal
orange,turuncu
orange,portakal
orange,turuncu
orchestra,orkestra
orchid,orkide
order,düzen
order,sipariş
order,emir
order,derece
order,düzen
order,sipariş
order,emir
order,derece
ordinary,olağan
ordinary,sıradan
organ,org
organ,organ
organic,organik
organism,organizma
orphan,yetim
other,diğer
other,başka
other,özge
other,öteki
other,öbür
other,diğer
other,başka
other,özge
other,öteki
other,öbür
otherwise,sonra
ounce,ons
our,bizim
out,dış
outcome,sonuç
outlaw,kaçak
output,çıktı
outside,harici
outside,dış
outside,dışsal
outside,harici
outside,dış
outside,dışsal
outside,harici
outside,dış
outside,dışsal
outside,harici
outside,dış
outside,dışsal
outsider,hariç tutulan
outsider,yeni gelen
outsider,dışlanan
oval,oval
oven,ocak
over,tamam
over,üzerinde
over,tekrar
over,üstünde
over,ötesinde
over,tamam
over,üzerinde
over,tekrar
over,üstünde
over,ötesinde
overcome,yenmek
overcome,atlatmak
overcome,üstesinden gelmek
overwhelm,başından aşmak
owing to,için
owl,baykuş
owner,sahip
owner,iyelik
owner,malik
ox,öküz
page,sayfa
pain,ağrı
pain,dert
pain,keder
pain,yara
pain,acı
painful,ağrılı
paint,boya
paint,boya
painter,boyacı
painter,ressam
painting,tablo
pair,çift
palace,saray
palm,avuçlamak
palm,aya
palm,avuç içi
pan,tava
pants,pantolon
papaya,papaya
paper,kağıt
paper,kâğıt
parade,gösteri
paradise,cennet
paradise,behişt
paradox,paradoks
paragraph,paragraf
paralysis,inme
paralysis,felç
parent,ebeveyn
parliament,meclis
parrot,papağan
part,bölüm
part,parça
part,bölüm
part,parça
participate,katılmak
participle,ortaç
partner,ortak
partnership,ortaklık
party,siyasî parti
party,parti
party,şölen
pass,giriş kartı
pass,geçiş izni
pass,durum
pass,vaziyet
pass,el çabukluğu
pass,boğaz
pass,geçit
pass,dar yol
pass,pasaport
pass,paso
pass,ruhsat
pass,giriş-çıkış izni
pass,giriş kartı
pass,geçiş izni
pass,durum
pass,vaziyet
pass,el çabukluğu
pass,boğaz
pass,geçit
pass,dar yol
pass,pasaport
pass,paso
pass,ruhsat
pass,giriş-çıkış izni
passenger,yolcu
passion,tutku
passionate,fırtınalı
passive,pasif
passport,buyruldu
passport,geçişlik
passport,pasaport
password,şifre
password,parola
past,geçtiğimiz
past,geçen
past,önceki
past,geçmiş
past,geçmiş zaman
past,geçtiğimiz
past,geçen
past,önceki
past,geçmiş
past,geçmiş zaman
past,geçtiğimiz
past,geçen
past,önceki
past,geçmiş
past,geçmiş zaman
patch,yama
patient,sabırlı
patient,sabırlı
patriot,yurtsever
patriot,vatansever
pattern,patern
pattern,örüntü
pavement,kaldırım
paw,pati
paw,ayak
paw,pençe
pay,ödemek
pay,ödemek
peace,barış
peace,sulh
peace,huzur
peaceful,huzurlu
peach,şeftali
peanut,yer fıstığı
pear,armut
pearl,inci
peculiar,olağandışı
peculiar,tuhaf
pedal,ayaklık
pedal,pedal
pedestrian,yaya
pee,çiş yapmak
pee,işemek
pee,pe
pee,çiş
peer,emsâl
peer,asilzâde
peer,asilzade
peer,taydaş
peer,lord
peer,emsal
peer,yaşıt
peer,akran
pen,kalem
pencil,karakalem
pencil,kalem
penetrate,sokmak
penguin,penguen
penicillin,penisilin
penny,peni
pentagon,beşgen
people,halk
pepper,karabiber
pepper,biber
pepper,biberlemek
percentage,oran
perfect,mükemmel
perfume,parfüm
perhaps,her halde
perhaps,belki
permit,fırsat
person,beden
person,kişi
person,vücut
person,şahıs
person,birey
personal,özel
personal,şahsî
personal,zatî
personal,şahsi
personal,kişisel
personnel,çalışanlar
personnel,kadro
personnel,personel
pessimistic,kötümser
pessimistic,karamsar
pessimistic,pesimist
petrol,benzin
pharmacy,eczane
phenomenon,fenomen
philosopher,felsefeci
philosopher,filozof
phoenix,Simurg
phoenix,Zümrüdüanka
phoenix,Anka
photo,fotoğraf
photocopy,fotokopi çekmek
photocopy,fotokopi
photographer,fotoğrafçı
phrase,deyim
physical,fiziksel
physician,hekim
physician,tabip
physician,doktor
pi,pi
piano,piyano
pick,seçmek
pick,seçmek
pickle,salatalık turşusu
pickle,turşu
pickle,kornişon
picnic,piknik
picture,resim
picture,tablo
picture,resim
picture,tablo
piece,tane
piece,parça
piety,dindarlık
pig,pasaklı
pig,obur
pig,hınzır
pig,domuz
pig,tiksindirici
pilgrim,hacı
pill,tablet
pill,hap
pillow,yastık
pine,çam
pineapple,ananas
pink,pembe
pink,pembe
piracy,korsanlık
pirate,korsan
pirate,korsan satış yapmak
pitch,perde
pitch,perde
pizza,pizza
place,yer
place,makam
place,dar
place,yer
place,makam
place,dar
plague,veba
plain,sade
plain,düz
plain,ova
plan,planlamak
plan,plan
plan,planlamak
plan,plan
plane,tayyare
plane,uçak
plane,rende
plant,dikmek
plant,bitki
plant,dik
plant,tesis
plant,bitkiler
plant,fabrika
plant,ekmek
plant,dikmek
plant,bitki
plant,dik
plant,tesis
plant,bitkiler
plant,fabrika
plant,ekmek
plastic,plastik
plastic,plastik
plate,tanner
plate,sahan
play,çalmak
play,oynamak
play,oyun
play,tiyatro oyunu
play,çalmak
play,oynamak
play,oyun
play,tiyatro oyunu
player,oyunbaz
player,çalgıcı
player,oynatıcı
player,oyuncu
player,kumarcı
playful,oyuncu
playful,oyunbaz
pleasant,tatlı
pleasant,sevimli
pleasant,hoş
pleasant,güzel
pleasant,babacan
please,lütfen
please,lütfen
pleasure,zevk
plenty,çok
plenty,çok
plum,erik
plus,artı
plus,artı
plus,artı
pneumonia,pnömoni
pneumonia,zatürre
pocket,cep
pocket,delik
pocket,cebe düşürmek
pocket,cebe indirmek
pocket money,harçlık
pocket money,cep harçlığı
poem,manzume
poem,koşuk
poem,nazım
poem,şiir
poet,romantik
poet,şair
poet,ozan
poetry,şiir
poetry,şıır
point,puan
point,vurgu
point,puan
point,vurgu
point of view,açı
poison,ağı
poison,zehirlemek
poison,ağılamak
poison,zehir
poison,ağı
poison,zehirlemek
poison,ağılamak
poison,zehir
poisonous,ağılı
poisonous,zehirli
polar bear,kutup ayısı
police,polis
police,aynasız
police station,karakol
police station,polis merkezi
policy,poliçe
policy,politika
polite,kibar
polite,ince
polite,nazik
political,siyasi
politician,politikacı
politician,devlet adami
politician,siyasetçi
politics,siyaset
politics,politika
polo,polo
polo,çevgen
pond,göl
pond,gölet
pond,çöngül
pool,gölet
pool,birikinti
pool,havuz
poor,perişan
poor,yoksul
poor,zayıf
poor,zavallı
poor,düşkün
poor,kötü
poor,fakir
poor,miskin
popular,flaş
popular,popüler
population,nüfus
port,liman
portion,pay
portion,parça
positive,olumlu
positive,emin
positive,müspet
positive,pozitif
positively,olumlu
possess,sahip olmak
possession,iyelik
possessive,aitlik
possessive,sahiplik
possible,olası
possible,mümkün
possibly,belki
post,makam
post,makam
post office,postane
postcard,kartpostal
postpone,ertelemek
pot,esrar
pot,tencere
pot,kap
potato,sigara böreği
potato,patates
potential,olası
potential,olası
pound,libre
pound,kare
pound,libre
pound,kare
poverty,yoksulluk
poverty,fakirlik
powder,pudra
powder,pudra
powerful,güçlü
practical,kullanışlı
pray,dua etmek
prayer,dua
precious,aziz
precise,dakik
predicate,yüklem
preferably,tercihan
preference,tercih
prefix,önek
pregnant,gebe
pregnant,hamile
prejudice,önyargı
preparation,hazırlık
preposition,edat
preposition,ilgeç
preschool,okul öncesi
present,armağan
present,armağan
present,armağan
presidency,başkanlık
president,cumhurbaşkanı
president,reis
pretty,güzel
pretty,güzel
prevent,alıkoymak
price,fiyat
price,fiyat
pride,gurur
priest,peder
priest,papaz
priest,din adamı
primary school,ilköğretim okulu
prime,asal
prime minister,başbakan
primitive,ilkel
primitive,primitif
prince,prens
prince,emir
princess,prenses
principal,müdür
principal,müdür
principle,esas
printer,yazıcı
printer,matbaacı
priority,öncelik
priority,takaddüm
private,özel
private,er
privilege,ayrıcalık
privilege,torpil
privilege,kıyak
privilege,imtiyaz
probable,muhtemel
probably,belki
probably,sağlam
probably,muhtemelen
problem,sorun
proceed,devam etmek
proceed,gitmek
proceed,ilerlemek
produce,tereke
produce,üretmek
producer,üretici
producer,yapımcı
product,ürün
production,üretim
professor,profesör
professor,hoca
profit,fayda
